,id,standard_spelling_isv,isv,addition,partOfSpeech,type,en,sameInLanguages,genesis,ru,be,uk,pl,cs,sk,sl,hr,sr,mk,bg,cu,de,nl,eo,frequency,intelligibility,using_example
324,37045,bagažnik,bagažnik,,m.,1,trunk (car),v pl bm,,багажник,багажнік,!багажник,bagażnik,"zavazadlový prostor, kufr","batožinový priestor, kufor",! prtljažnik,"prtljažnik, gepek, bunker","пртљажник, гепек",!багажникот,!багажник,!,!Kofferraum (Auto),kofferbak,!kofro (aŭto),4689,,
325,2440,balans,balans,,m.,1,balance,,I,баланс,"баланс, раўнавага",баланс,równowaga,"rovnováha, bilance, rozvaha (účetní)","rovnováha, bilancia, rozvaha (účtovná), zostatok","ravnovesje, ravnotežje",ravnoteža,"равнотежа, баланс","баланс, рамнотежа","баланс, равновесие",!,"Balance, Gleichgewicht","balans, evenwicht",!ekvilibro,5642,!,
326,6102,balet,balet,,m.,1,ballet,v z j,I,балет,балет,балет,balet,balet,balet,balet,balet,балет,балет,балет,!,Ballett,ballet,!baleto,6632,!,
327,24482,balon,balon,,m.,1,balloon,,I,"воздушный шар, аэростат","паветраны шар, балён, аэрастат",повітряна куля,balon,"balón, vzdušný balón",balón,balon,balon,балон,балон,балон,!,"Ballon, Luftballon",ballon,!balono,5569,!,
329,24515,bar,bar,,m.,1,bar (tavern),v z j,I,бар,бар,бар,bar,bar,bar,bar,bar,бар,бар,бар,!,Bar,"bar, café",drinkejo,7739,!,
330,24516,baraban,baraban,,m.,2,drum,v bg,,барабан,"барабан, тарабан, бубен",барабан,bęben,buben,bubon,boben,bubanj,бубањ,"барабан, тапан",барабан,!,Trommel,"trommel, trom",!tamburo,5598,!,
331,6471,barel,barel,,m.,1,barrel,,E,баррель,барэль,барель,beczka,barel,barel,sod,bačva,"буре, бачва",барел (буре),варел,!,Fass,"ton, vat",!barelo,3840,!,
332,31977,barmen,barmen,,m.anim.,1,"barman, bartender",,E,бармен,бармэн,бармен,barman,barman,barman,"natakar, točaj","barmen, konobar","бармен, шанкер, келнер, конобар","бармен, шанкер",барман,!,Barkeeper,barman,"!bufedisto, kelnero",4627,!,
333,24549,basketbol,basketbol,,m.sg.,1,basketball,v cs bg,E,баскетбол,баскетбол,баскетбол,koszykówka,"basketbal, košíková",basketbal,košarka,košarka,кошарка,кошарка,баскетбол,!,Basketball,basketbal,!basketbalo,6526,!,
334,157,bavolna,bavȯlna,,f.sg.,2,cotton,ub z,,хлопок,бавоўна,бавовна,bawełna,bavlna,bavlna,bombaž,pamuk,памук,памук,памук,!,Baumwolle,katoen,!kotono,5730,!,
335,2444,bedrenec,#bedrenėc,,m.anim.,1,ladybird,,,божья коровка,"багоўка, божая кароўка",сонечко (жук),biedronka,"beruška, slunéčko sedmitečné, berunka, bedrunka",lienka sedembodková,pikapolonica,bubamara,бубамара,бубамара,калинка,!,Marienkäfer,lieveheersbeestje,!Ladybird,3214,!,
336,35523,bejsbol,bejsbol,,m.sg.,1,baseball,v z j,E,бейсбол,бейсбол,бейсбол,baseball,baseball,bejzbal,"bejzbol, baseball",bejzbol,бејзбол,бејзбол,бейзбол,!,Baseball,honkbal,"bazopilko, basbalo",5685,!,
337,20842,bezopasnosť,bezopasnosť,,f.sg.,2,"safety, security",ru sh bg,,безопасность,"бяспека, ахова",безпека,bezpieczeństwo,"bezpečnost, zabezpečení","bezpečnosť, zabezpečenie",varnost,sigurnost,"сигурност, безбедност","безбедност, сигурност","сигурност, безопасност",!,Sicherheit,veiligheid,"!sekureco, sekureco",7269,!,
338,20846,bezpečnosť,bezpečnosť,,f.sg.,2,"safety, security",ub z,,безопасность,"бяспека, ахова",безпека,bezpieczeństwo,"bezpečnost, zabezpečení","bezpečnosť, zabezpečenie",varnost,sigurnost,"безбедност, сигурност",безбедност,"сигурност, безопасност",!,Sicherheit,veiligheid,"!sekureco, sekureco",7337,!,
339,4364,biblioteka,biblioteka,,f.,1,library,,I,библиотека,бібліятэка,бібліотека,biblioteka,"knihovna, bibliotéka","knižnica, bibliotéka",knjižnica,knjižnica,библиотека,библиотека,библиотека,!,Bibliothek,bibliotheek,!biblioteko,6240,!,
340,1760,bilet,bilet,,m.,1,ticket,,I,билет,"квіток, білет",квиток,bilet,"lístek, vstupenka","lístok, vstupenka","karta, vstopnica","karta, ulaznica","карта, улазница","билет, карта",билет,!,Fahrkarte,"biljet, ticket, kaartje",!bileto,6484,!,
341,16778,blog,blog,,m.,1,blog,,I,блог,"блог, сеціўны дзённік",блог,blog,blog,blog,blog,blog,блог,блог,блог,!,Blog,blog,blogo,6868,!,
342,14454,bočka,bȯčka,,f.,2,barrel,z,,бочка,"бочка, кадка",діжка,beczka,"bečka, sud",sud,sod,"bačva, bure","бачва, буре, каца","бочва, буре",бъчва,"бачва, бътарь, въргва, длꙑ̀",Fass,"ton, vat",!barelo,4624,!,
343,14452,bočva,bȯčva,,f.,2,barrel,j,S,бочка,"бочка, кадка",діжка,beczka,"bečka, sud",sud,sod,"bačva, bure","бачва, буре, каца","бочва, буре","бъчва, бъчонка",!,Fass,"ton, vat",!barelo,4231,!,
344,2464,boj,boj,,m.,2,combat,,,"борьба, бой","бой, бітва",бійка,walka,"zápas, boj","zápas, boj",boj,"borba, bitka","борба, туча","борба, битка",битка,!,Kampf,gevecht,!batalo,7239,!,
345,14475,bolěznj,bolěznj,,f.,2,"disease, illness",ru j,,болезнь,хвароба,хвороба,choroba,"onemocnění, choroba, nemoc","choroba, nemoc, ochorenie",bolezen,bolest,болест,болест,болест,!,Krankheit,ziekte,malsano,7178,!,
347,208,bomba,bomba,,f.,1,bomb,,I,бомба,бомба,бомба,bomba,bomba,bomba,bomba,bomba,бомба,бомба,бомба,!,Bombe,bom,!bombo,7329,!,
348,219,brat,brat,,m.anim.,1,brother,,,брат,брат,брат,brat,bratr,brat,brat,"brat, redovnik",брат,брат,брат,"братръ,братъ",Bruder,"broeder, broer",frato,8562,!,
349,1802,buben,#bųbėn,#,m.,2,drum,z yu,,"бубен, барабан","бубен, барабан, тарабан",бубон,bęben,buben,bubon,boben,bubanj,"бубањ, добош","тапан, барабан",барабан,!,Trommel,"trommel, trom",!tamburo,4831,!,
350,224,budučnosť,bųdųćnosť,,f.sg.,1,future,,,будущее,"будучыня, прышласць",майбутнє,przyszłość,budoucnost,budúcnosť,prihodnost,budućnost,будућност,иднина,бъдеще,!,Zukunft,toekomst,!estonteco,7955,!,
351,2486,bukva,bukva,,f.,1,letter (alphabet),,,буква,літара,літера,litera,písmeno,písmeno,črka,slovo,слово,буква,буква,!,Buchstabe (Alphabet),letter,!letero (alfabeto),6399,!,
352,24873,bulka,bulka,,f.,,roll,,,булка,булка,булка,bułka,"houska, rohlík, bulka","žemľa, rožok, bulka",!zvitek,"pogačica, zemička","погачица, земичка","погача, кифла (вид или форма на леб)","хлебче, кифла",!,"Brötchen, Rolle","broodje, kadetje",!rulo,3650,!,
353,16745,butylka,butylka,,f.,1,bottle,v z sl bg,,бутылка,"бутэлька, пляшка",пляшка,butelka,"láhev, flaška","fľaša, buteľka","steklenica, flaša","boca, flaša, staklenka, staklenica","боца, флаша, бутиљка, бутељка, стакленка, стакленица","шише, флаша",бутилка,!,Flasche,fles,botelo,4115,!,
354,1791,byk,byk,,m.anim.,1,bull,,,бык,бык,бик,byk,býk,býk,bik,bik,бик,бик,бик,!,Stier,stier,!virbovo,6538,!,
355,24887,Byk,Byk,,m.anim.,1,Taurus,,,Телец (созвездие),Бык (сузор'е),Бик (сузір'я),Byk,Býk (astr.),Býk (astr.),Bik,Bik (astr.),Бик (хороскоп),Бик (хороскопски знак),Телец (астрол.),!,Stier,Stier,!Tauro,3761,!,
356,883,cegla,cegla,,f.,1,brick,,,кирпич,"цэгла, цагліна",цегла,cegła,cihla,tehla,opeka,"cigla, opeka","цигла, опека","цигла, тула",тухла,!,Backstein,baksteen,!briko,5526,!,
357,19666,ceglina,ceglina,,f.,1,brick,,,кирпич,"цэгла, цагліна",цеглина,cegła,cihla,tehla,opeka,"cigla, opeka","цигла, опека","цигла, тула",тухла,!,Backstein,baksteen,!briko,5344,!,
358,37175,celer,celer,,m.,2,celery,cz sh bm,I,сельдерей,"салера, сялера, сельдэрэй",селера,seler,celer,zeler,zelena,celer,целер,целер,целина,!,Sellerie,"selderie, selderij",celerio,4590,,
361,1714,čaj,čaj,,m.,1,tea,,,чай,"чай, гарбата",чай,herbata,čaj,čaj,čaj,čaj,чај,чај,чай,!,Tee,thee,!teo,7359,!,
362,4792,čajnik,čajnik,,m.,1,teapot,,,чайник,"чайнік, імбрык, імбрычак, гарбатнік",чайник,czajnik,"konvice (na čaj), čajník","kanvica (na čaj), čajník",čajnik,čajnik,чајник,чајник,чайник,!,Teekanne,theepot,!tekruĉo,3804,!,
364,4270,čas,čas,,m.,2,time,,,"время, пора",час,час,czas,čas,čas,čas,vrijeme,време,време,време,!,Zeit,tijd,!tempo,10085,!,
365,1278,časina,časina,,f.,5,hour,,,час,гадзіна,година,godzina,hodina,hodina,ura,sat,"сат, час",час,час,!,Stunde,uur,horo,7672,!,
366,2165,časovnik,časovnik,,m.,1,clock,,,часы,гадзіннік,годинник,zegar,hodiny,hodiny,ura,"sat, ura","сат, часовник, зидни сат",часовник,часовник,!,Uhr,klok,!horloĝo,6655,!,
369,6820,čeljusť,čeljusť,,f.,1,jaw,,,челюсть,"сківіца, пашчэнка",щелепа,szczęka,čelist,čeľusť,čeljust,"čeljust, vilica","чељуст, вилица","челуст, вилица",челюст,!,Kiefer,kaak,!makzelo,5395,!,
370,6821,čelo,čelo,,n.,1,forehead,,,лоб,лоб,чоло,czoło,čelo,čelo,čelo,čelo,чело,чело,чело,!,Stirn,voorhoofd,!frunto,7025,!,
371,24971,čelo,čelo,,n.,1,front part,,,"передняя часть, фасад","пярэдняя частка, фасад","перед, передня частина, лицьова частина",przód,"předek, přední část, čelo (lodi)","predok, predná časť, čelo (lode)",prednji del,"prednji dio, čelo","предњи део, чело (нпр. колоне)",чело,предна част,!,Vorderteil,voorkant,!antaŭa parto,5998,!,
372,6825,čerep,čerep,,m.,1,skull,v z,,череп,чэрап,череп,czaszka,lebka,lebka,lobanja,lubanja,лобања,череп,череп,!,Schädel,schedel,!kranio,5897,!,
373,25037,čoln,čȯln,,m.,1,boat,v cs yu bm,,"чёлн, челнок, лодка","човен, лодка",човен,łódź,"loď, člun","loď, čln",čoln,"čamac, barka, čun",чамац,"чун, чамец",лодка,!,Boot,boot,!boato,6165,!,
374,4716,črka,črka,,f.,1,line,,,"черта, линия","рыса, лінія","лінія, риса",linia,"čára, linka, linie","čiara, linka, línia, linajka",črta,"crta, linija","црта, линија","црта, линија","черта, линия",!,Linie,"lijn, streep",!linio,6172,!,
375,3695,črnilo,črnilo,,n.,1,ink,v yu,,чернила,чарніла,чорнило,atrament,inkoust,atrament,črnilo,"crnilo, tinta","мастило, црнило, тинта",мастило,мастило,!,Tinte,inkt,!inko,4812,!,
376,17224,čuvańje,čuvańje,,n.sg.,1,attention,,,"внимание, внимательность, забота","павага, уважлівасць, уважнасць, зважлівасць",увага,uwaga,"pozor, pozornost","pozor, pozornosť",pozornost,"briga, njega, skrb",пажња,"чување, внимавање",внимание,!,!Beachtung,aandacht,!atenton,6819,!,
377,7068,dědok,dědȯk,,m.anim.,1,grandfather,,,дед,дзед,дідок,dziadek,dědeček,dedko,dedek,djedica,деда,дедо,дядо,!,Großvater,"grootvader, opa",!avo,6326,!,
378,20361,delfin,delfin,,m.anim.,1,dolphin,,I,дельфин,дэльфін,дельфін,delfin,delfín,delfín,delfin,"delfin, dupin","делфин, дупин",делфин,делфин,!,!Delfin,dolfijn,!delfeno,4507,!,
380,1845,denj,#dėnj,(dnja),m.,1,day,,,день,дзень,день,dzień,den,deň,dan,dan,дан,ден,ден,"дьнь, день",Tag,dag,tago,9759,!,
381,17251,detelina,dętelina,,f.,1,clover,cs j,,"клевер, конюшина",канюшына,конюшина,koniczyna,jetel,ďatelina,detelja,djetelina,детелина,детелина,детелина,!,!Klee,klaver,!trifolio,2545,!,
382,4832,děti,děti,,f.pl.,1,children,,,дети,дзеці,діти,dzieci,děti,deti,otroci,djeca,деца,деца,деца,дѣти,Kinder,kinderen,infanoj,8830,!,
383,36972,děvčinka,děvčinka,,f.,,little girl,,,девочка,дзяўчынка,! ,dziewczynka,dívenka,dievčinka,!majhna punčka,"djevojčica, curica",девојчица,!мало девојче,!малко момиче,!,!kleines Mädchen,klein meisje,!knabineto,5505,,
384,23507,dira,dira,,f.,1,hole,,,"дыра, отверстие","дзірка, дзіра, дзюрка, дзюра, глухмень (аб месцы), адтуліна, жарало","діра, отвір",dziura,díra,diera,!luknja,rupa,рупа,дупка,дупка,!,Loch,gat,!truo,6485,!,
385,272,direktor,direktor,,m.anim.,1,director,,I,директор,дырэктар,директор,dyrektor,ředitel,riaditeľ,direktor,direktor,директор,директор,директор,!,Direktor,directeur,!direktoro,7959,!,
386,304,distribucija,distribucija,,f.,1,distribution,,I,дистрибьюция,"дыстрыбуцыя, размеркаванне, раздача, падзел","розповсюдження, розподіл",dystrybucja,distribuce,distribúcia,distribucija,distribucija,дистрибуција,дистрибуција,дистрибуция,!,!Verteilung,distributie,!disdonado,5401,!,
388,2489,dlanj,dlånj,,f.,1,"hand, palm",v z j,,ладонь,далонь,долоня,dłoń,"dlaň, ruka","dlaň, ruka",dlan,dlan,длан,дланка,"ръка, длан",длань,Handfläche,handpalm,"manplato, polmo",5820,!,
389,7117,dočerka,dȯćerka,,f.,1,daughter,,,"дочь, дочка, дочурка","дачка, дачушка",дочка,córka,dcerka,dcérka,"hči, hčerka","kći, kćer, kćerka","ћерка, кћи, кћер, шћер",ќерка,дъщеря,"дъщерь, дъщи",Tochter,dochter,!filino,6242,!,
390,4088,dodatok,dodatȯk,,m.,1,"addition, accessory",ub z yu mk,,"дополнение, аксессуар","дадатак, дапаўненне, аксэсуар","додаток, доповнення, аксесуар",dodatek,"doplněk, příslušenství","doplnok, príslušenstvo",dodatek,dodatak,додатак,додаток,допълнение,!,!Zusätzlich Zubehör,"toevoeging, accessoire","!Krome, akcesora",6154,!,
391,17284,dohod,dohod,,m.,1,"income, revenue",,,доход,"даход, прыбытак",дохід,dochód,příjem (fin.),príjem (fin.),"dohodek, prihodek","prihod, dohodak","примање, приход, добит, добитак","доход, приход","доход, приход",!,!Einkommen Einnahmen,"inkomen, inkomsten","!enspezo, enspezoj",6253,!,
392,31810,dok,dok,,m.,1,dock,,I,док,док,док,dok,dok,dok,dok,dok,"док, пристаниште, кеј",док,док,!,!Dock,dok,doko,6563,!,
